Year,Age,Sex,Income,Records
1998,28,F,H,55
1998,28,F,L,2
1998,28,F,LM,13
1998,28,F,UM,6
1998,28,M,H,133
1998,28,M,LM,30
1998,28,M,UM,14
1998,29,F,H,46
1998,29,F,L,4
1998,29,F,LM,14
1998,29,M,H,87
1998,29,M,L,3
1998,29,M,LM,15
1998,29,M,UM,7
1998,30,F,H,28
1998,30,F,LM,1
1998,30,M,H,90
1998,30,M,LM,17
1998,30,M,UM,16
1998,31,F,H,31
1998,31,F,LM,7
1998,31,M,H,50
1998,31,M,LM,14
1998,31,M,UM,3
1998,32,F,H,23
1998,32,F,LM,11
1998,32,F,UM,1
1998,32,M,H,50
1998,32,M,L,2
1998,32,M,LM,19
1998,32,M,UM,6
1998,33,F,H,11
1998,33,F,LM,3
1998,33,M,H,32
1998,33,M,LM,14
1998,33,M,UM,2
1998,34,F,H,7
1998,34,F,LM,5
1998,34,F,UM,3
1998,34,M,H,25
1998,34,M,LM,3
1998,34,M,UM,5
1998,35,F,H,7
1998,35,M,H,19
1998,35,M,LM,4
1998,35,M,UM,5
1998,36,F,H,6
1998,36,F,UM,1
1998,36,M,H,5
1998,36,M,LM,1
1998,36,M,UM,2
1998,37,F,H,2
1998,37,F,LM,4
1998,37,F,UM,3
1998,37,M,H,12
1998,38,F,H,1
1998,38,M,H,1
1998,39,F,H,1
1998,39,M,H,10
1998,39,M,UM,1
1998,40,F,H,1
1998,40,F,UM,1
1998,40,M,LM,1
1998,40,M,UM,1
1998,42,F,H,1
1998,42,M,H,1
1998,43,M,LM,1
1998,50,M,H,1
2000,13,F,H,1
2000,13,F,LM,1
2000,14,F,H,3
2000,14,F,L,4
2000,14,F,LM,8
2000,14,F,UM,4
2000,14,M,L,1
2000,14,M,UM,1
2000,15,F,H,37
2000,15,F,L,11
2000,15,F,LM,38
2000,15,F,UM,21
2000,15,M,H,2
2000,15,M,LM,1
2000,15,M,UM,2
2000,16,F,H,134
2000,16,F,L,24
2000,16,F,LM,57
2000,16,F,UM,34
2000,16,M,H,5
2000,16,M,L,3
2000,16,M,LM,4
2000,16,M,UM,6
2000,17,F,H,88
2000,17,F,L,19
2000,17,F,LM,45
2000,17,F,UM,41
2000,17,M,H,31
2000,17,M,L,11
2000,17,M,LM,14
2000,17,M,UM,18
2000,18,F,H,101
2000,18,F,L,34
2000,18,F,LM,64
2000,18,F,UM,28
2000,18,M,H,55
2000,18,M,L,17
2000,18,M,LM,32
2000,18,M,UM,39
2000,19,F,H,137
2000,19,F,L,44
2000,19,F,LM,62
2000,19,F,UM,35
2000,19,M,H,107
2000,19,M,L,42
2000,19,M,LM,72
2000,19,M,UM,35
2000,20,F,H,120
2000,20,F,L,26
2000,20,F,LM,107
2000,20,F,UM,53
2000,20,M,H,164
2000,20,M,L,41
2000,20,M,LM,66
2000,20,M,UM,89
2000,21,F,H,155
2000,21,F,L,41
2000,21,F,LM,95
2000,21,F,UM,49
2000,21,M,H,239
2000,21,M,L,75
2000,21,M,LM,138
2000,21,M,UM,116
2000,22,F,H,198
2000,22,F,L,38
2000,22,F,LM,73
2000,22,F,UM,67
2000,22,M,H,282
2000,22,M,L,99
2000,22,M,LM,181
2000,22,M,UM,130
2000,23,F,H,170
2000,23,F,L,31
2000,23,F,LM,72
2000,23,F,UM,61
2000,23,M,H,330
2000,23,M,L,72
2000,23,M,LM,171
2000,23,M,UM,173
2000,24,F,H,201
2000,24,F,L,48
2000,24,F,LM,92
2000,24,F,UM,56
2000,24,M,H,341
2000,24,M,L,71
2000,24,M,LM,161
2000,24,M,UM,164
2000,25,F,H,194
2000,25,F,L,42
2000,25,F,LM,75
2000,25,F,UM,55
2000,25,M,H,283
2000,25,M,L,68
2000,25,M,LM,147
2000,25,M,UM,137
2000,26,F,H,175
2000,26,F,L,29
2000,26,F,LM,69
2000,26,F,UM,65
2000,26,M,H,304
2000,26,M,L,85
2000,26,M,LM,157
2000,26,M,UM,120
2000,27,F,H,199
2000,27,F,L,26
2000,27,F,LM,75
2000,27,F,UM,37
2000,27,M,H,314
2000,27,M,L,61
2000,27,M,LM,101
2000,27,M,UM,119
2000,28,F,H,154
2000,28,F,L,27
2000,28,F,LM,57
2000,28,F,UM,36
2000,28,M,H,254
2000,28,M,L,72
2000,28,M,LM,95
2000,28,M,UM,94
2000,29,F,H,129
2000,29,F,L,28
2000,29,F,LM,47
2000,29,F,UM,25
2000,29,M,H,229
2000,29,M,L,43
2000,29,M,LM,79
2000,29,M,UM,75
2000,30,F,H,116
2000,30,F,L,21
2000,30,F,LM,46
2000,30,F,UM,27
2000,30,M,H,216
2000,30,M,L,26
2000,30,M,LM,57
2000,30,M,UM,56
2000,31,F,H,117
2000,31,F,L,12
2000,31,F,LM,42
2000,31,F,UM,19
2000,31,M,H,162
2000,31,M,L,25
2000,31,M,LM,45
2000,31,M,UM,48
2000,32,F,H,77
2000,32,F,L,11
2000,32,F,LM,19
2000,32,F,UM,10
2000,32,M,H,136
2000,32,M,L,22
2000,32,M,LM,44
2000,32,M,UM,41
2000,33,F,H,50
2000,33,F,L,8
2000,33,F,LM,14
2000,33,F,UM,12
2000,33,M,H,105
2000,33,M,L,9
2000,33,M,LM,43
2000,33,M,UM,30
2000,34,F,H,53
2000,34,F,L,3
2000,34,F,LM,21
2000,34,F,UM,11
2000,34,M,H,77
2000,34,M,L,10
2000,34,M,LM,22
2000,34,M,UM,21
2000,35,F,H,41
2000,35,F,L,6
2000,35,F,LM,20
2000,35,F,UM,8
2000,35,M,H,56
2000,35,M,L,8
2000,35,M,LM,12
2000,35,M,UM,16
2000,36,F,H,29
2000,36,F,L,3
2000,36,F,LM,15
2000,36,F,UM,3
2000,36,M,H,54
2000,36,M,L,8
2000,36,M,LM,16
2000,36,M,UM,8
2000,37,F,H,22
2000,37,F,L,1
2000,37,F,LM,6
2000,37,F,UM,2
2000,37,M,H,58
2000,37,M,L,1
2000,37,M,LM,10
2000,37,M,UM,14
2000,38,F,H,28
2000,38,F,L,2
2000,38,F,LM,1
2000,38,F,UM,2
2000,38,M,H,41
2000,38,M,L,2
2000,38,M,LM,7
2000,38,M,UM,10
2000,39,F,H,10
2000,39,F,L,2
2000,39,F,LM,4
2000,39,M,H,22
2000,39,M,L,1
2000,39,M,LM,6
2000,39,M,UM,1
2000,40,F,H,6
2000,40,F,LM,6
2000,40,M,H,23
2000,40,M,L,2
2000,40,M,LM,7
2000,40,M,UM,2
2000,41,F,H,14
2000,41,M,H,26
2000,41,M,LM,5
2000,41,M,UM,1
2000,42,F,H,13
2000,42,F,L,3
2000,42,M,H,20
2000,42,M,LM,1
2000,43,F,H,5
2000,43,F,UM,1
2000,43,M,H,15
2000,43,M,LM,5
2000,43,M,UM,4
2000,44,F,H,2
2000,44,M,H,15
2000,44,M,LM,4
2000,44,M,UM,2
2000,45,F,H,5
2000,45,F,LM,2
2000,45,M,H,10
2000,45,M,LM,1
2000,45,M,UM,1
2000,46,F,H,2
2000,46,M,H,14
2000,47,M,H,7
2000,47,M,UM,2
2000,49,F,H,2
2000,49,M,H,3
2000,49,M,LM,1
2000,49,M,UM,2
2000,51,F,LM,1
2000,51,M,LM,1
2000,52,M,H,1
2000,53,F,H,2
2000,53,M,H,2
2000,53,M,LM,1
2000,54,M,UM,1
2000,57,M,UM,1
2000,59,M,UM,1
2000,62,M,LM,1
2002,15,F,H,3
2002,15,F,UM,5
2002,15,M,L,1
2002,16,F,H,4
2002,16,F,LM,3
2002,16,M,H,5
2002,16,M,UM,3
2002,17,F,H,14
2002,17,F,LM,2
2002,17,F,UM,21
2002,17,M,H,10
2002,17,M,LM,9
2002,17,M,UM,1
2002,18,F,H,20
2002,18,F,LM,12
2002,18,F,UM,2
2002,18,M,H,22
2002,18,M,LM,19
2002,18,M,UM,9
2002,19,F,H,26
2002,19,F,L,1
2002,19,F,LM,27
2002,19,F,UM,10
2002,19,M,H,44
2002,19,M,LM,16
2002,19,M,UM,8
2002,20,F,H,53
2002,20,F,L,2
2002,20,F,LM,23
2002,20,F,UM,15
2002,20,M,H,49
2002,20,M,L,3
2002,20,M,LM,21
2002,20,M,UM,15
2002,21,F,H,80
2002,21,F,L,1
2002,21,F,LM,20
2002,21,F,UM,1
2002,21,M,H,80
2002,21,M,L,1
2002,21,M,LM,29
2002,21,M,UM,28
2002,22,F,H,81
2002,22,F,LM,26
2002,22,F,UM,9
2002,22,M,H,108
2002,22,M,L,3
2002,22,M,LM,35
2002,22,M,UM,18
2002,23,F,H,81
2002,23,F,L,3
2002,23,F,LM,36
2002,23,F,UM,18
2002,23,M,H,88
2002,23,M,L,1
2002,23,M,LM,51
2002,23,M,UM,38
2002,24,F,H,78
2002,24,F,LM,49
2002,24,F,UM,17
2002,24,M,H,162
2002,24,M,L,2
2002,24,M,LM,37
2002,24,M,UM,41
2002,25,F,H,96
2002,25,F,LM,25
2002,25,F,UM,12
2002,25,M,H,120
2002,25,M,L,2
2002,25,M,LM,49
2002,25,M,UM,36
2002,26,F,H,99
2002,26,F,LM,27
2002,26,F,UM,3
2002,26,M,H,133
2002,26,M,L,4
2002,26,M,LM,18
2002,26,M,UM,18
2002,27,F,H,92
2002,27,F,LM,31
2002,27,F,UM,3
2002,27,M,H,111
2002,27,M,L,1
2002,27,M,LM,36
2002,27,M,UM,30
2002,28,F,H,97
2002,28,F,L,1
2002,28,F,LM,18
2002,28,F,UM,13
2002,28,M,H,129
2002,28,M,LM,21
2002,28,M,UM,30
2002,29,F,H,42
2002,29,F,L,3
2002,29,F,LM,29
2002,29,F,UM,8
2002,29,M,H,137
2002,29,M,L,4
2002,29,M,LM,21
2002,29,M,UM,30
2002,30,F,H,50
2002,30,F,LM,13
2002,30,F,UM,5
2002,30,M,H,89
2002,30,M,L,2
2002,30,M,LM,24
2002,30,M,UM,23
2002,31,F,H,32
2002,31,F,LM,11
2002,31,F,UM,3
2002,31,M,H,91
2002,31,M,LM,20
2002,31,M,UM,29
2002,32,F,H,15
2002,32,F,LM,3
2002,32,F,UM,4
2002,32,M,H,77
2002,32,M,L,1
2002,32,M,LM,10
2002,32,M,UM,12
2002,33,F,H,18
2002,33,F,LM,3
2002,33,F,UM,3
2002,33,M,H,38
2002,33,M,L,3
2002,33,M,LM,11
2002,33,M,UM,4
2002,34,F,H,19
2002,34,F,LM,1
2002,34,M,H,63
2002,34,M,LM,7
2002,34,M,UM,6
2002,35,F,H,15
2002,35,F,LM,8
2002,35,M,H,18
2002,35,M,LM,4
2002,35,M,UM,1
2002,36,F,H,4
2002,36,F,LM,7
2002,36,F,UM,1
2002,36,M,H,12
2002,36,M,L,2
2002,36,M,LM,4
2002,36,M,UM,5
2002,37,F,H,9
2002,37,F,L,1
2002,37,F,LM,4
2002,37,M,H,9
2002,37,M,LM,4
2002,37,M,UM,2
2002,38,F,H,2
2002,38,M,H,9
2002,38,M,LM,1
2002,38,M,UM,2
2002,39,M,H,13
2002,39,M,UM,4
2002,40,F,UM,1
2002,40,M,H,2
2002,40,M,UM,2
2002,41,F,H,1
2002,41,M,H,4
2002,41,M,LM,1
2002,43,F,H,1
2002,43,M,H,4
2002,43,M,LM,2
2002,44,M,H,1
2002,45,F,H,1
2002,45,M,H,1
2002,45,M,UM,2
2002,48,F,H,1
2002,48,M,UM,1
2004,13,F,H,1
2004,13,F,L,2
2004,13,F,LM,1
2004,14,F,H,1
2004,14,F,L,3
2004,14,F,LM,4
2004,14,F,UM,2
2004,14,M,H,2
2004,14,M,L,1
2004,14,M,UM,1
2004,15,F,H,53
2004,15,F,L,9
2004,15,F,LM,18
2004,15,F,UM,13
2004,15,M,L,4
2004,15,M,LM,3
2004,15,M,UM,2
2004,16,F,H,94
2004,16,F,L,16
2004,16,F,LM,61
2004,16,F,UM,19
2004,16,M,H,13
2004,16,M,L,4
2004,16,M,LM,6
2004,16,M,UM,4
2004,17,F,H,97
2004,17,F,L,28
2004,17,F,LM,54
2004,17,F,UM,11
2004,17,M,H,12
2004,17,M,L,6
2004,17,M,LM,17
2004,17,M,UM,14
2004,18,F,H,118
2004,18,F,L,9
2004,18,F,LM,73
2004,18,F,UM,50
2004,18,M,H,51
2004,18,M,L,25
2004,18,M,LM,21
2004,18,M,UM,24
2004,19,F,H,136
2004,19,F,L,21
2004,19,F,LM,104
2004,19,F,UM,38
2004,19,M,H,112
2004,19,M,L,31
2004,19,M,LM,59
2004,19,M,UM,54
2004,20,F,H,134
2004,20,F,L,25
2004,20,F,LM,62
2004,20,F,UM,59
2004,20,M,H,123
2004,20,M,L,38
2004,20,M,LM,115
2004,20,M,UM,71
2004,21,F,H,172
2004,21,F,L,17
2004,21,F,LM,90
2004,21,F,UM,70
2004,21,M,H,233
2004,21,M,L,32
2004,21,M,LM,96
2004,21,M,UM,86
2004,22,F,H,183
2004,22,F,L,25
2004,22,F,LM,110
2004,22,F,UM,63
2004,22,M,H,281
2004,22,M,L,47
2004,22,M,LM,162
2004,22,M,UM,114
2004,23,F,H,210
2004,23,F,L,16
2004,23,F,LM,94
2004,23,F,UM,65
2004,23,M,H,344
2004,23,M,L,52
2004,23,M,LM,186
2004,23,M,UM,133
2004,24,F,H,213
2004,24,F,L,21
2004,24,F,LM,79
2004,24,F,UM,57
2004,24,M,H,374
2004,24,M,L,37
2004,24,M,LM,158
2004,24,M,UM,98
2004,25,F,H,244
2004,25,F,L,20
2004,25,F,LM,100
2004,25,F,UM,58
2004,25,M,H,312
2004,25,M,L,35
2004,25,M,LM,136
2004,25,M,UM,111
2004,26,F,H,199
2004,26,F,L,19
2004,26,F,LM,65
2004,26,F,UM,50
2004,26,M,H,310
2004,26,M,L,30
2004,26,M,LM,127
2004,26,M,UM,123
2004,27,F,H,191
2004,27,F,L,16
2004,27,F,LM,54
2004,27,F,UM,52
2004,27,M,H,312
2004,27,M,L,25
2004,27,M,LM,84
2004,27,M,UM,97
2004,28,F,H,160
2004,28,F,L,24
2004,28,F,LM,63
2004,28,F,UM,65
2004,28,M,H,330
2004,28,M,L,22
2004,28,M,LM,109
2004,28,M,UM,124
2004,29,F,H,149
2004,29,F,L,12
2004,29,F,LM,37
2004,29,F,UM,34
2004,29,M,H,222
2004,29,M,L,17
2004,29,M,LM,82
2004,29,M,UM,86
2004,30,F,H,136
2004,30,F,L,4
2004,30,F,LM,40
2004,30,F,UM,40
2004,30,M,H,155
2004,30,M,L,22
2004,30,M,LM,81
2004,30,M,UM,74
2004,31,F,H,102
2004,31,F,L,5
2004,31,F,LM,28
2004,31,F,UM,36
2004,31,M,H,188
2004,31,M,L,11
2004,31,M,LM,65
2004,31,M,UM,47
2004,32,F,H,79
2004,32,F,L,7
2004,32,F,LM,44
2004,32,F,UM,26
2004,32,M,H,141
2004,32,M,L,9
2004,32,M,LM,34
2004,32,M,UM,54
2004,33,F,H,65
2004,33,F,L,5
2004,33,F,LM,25
2004,33,F,UM,19
2004,33,M,H,103
2004,33,M,L,5
2004,33,M,LM,31
2004,33,M,UM,31
2004,34,F,H,64
2004,34,F,L,3
2004,34,F,LM,16
2004,34,F,UM,12
2004,34,M,H,94
2004,34,M,L,3
2004,34,M,LM,20
2004,34,M,UM,39
2004,35,F,H,39
2004,35,F,L,5
2004,35,F,LM,16
2004,35,F,UM,15
2004,35,M,H,68
2004,35,M,L,3
2004,35,M,LM,15
2004,35,M,UM,22
2004,36,F,H,33
2004,36,F,L,4
2004,36,F,LM,8
2004,36,F,UM,10
2004,36,M,H,36
2004,36,M,L,3
2004,36,M,LM,20
2004,36,M,UM,15
2004,37,F,H,23
2004,37,F,L,1
2004,37,F,LM,2
2004,37,F,UM,1
2004,37,M,H,31
2004,37,M,L,3
2004,37,M,LM,11
2004,37,M,UM,19
2004,38,F,H,16
2004,38,F,L,1
2004,38,F,LM,5
2004,38,F,UM,5
2004,38,M,H,31
2004,38,M,L,1
2004,38,M,LM,6
2004,38,M,UM,6
2004,39,F,H,9
2004,39,F,LM,4
2004,39,F,UM,5
2004,39,M,H,29
2004,39,M,LM,4
2004,39,M,UM,6
2004,40,F,H,14
2004,40,F,LM,3
2004,40,F,UM,3
2004,40,M,H,26
2004,40,M,L,2
2004,40,M,LM,4
2004,40,M,UM,4
2004,41,F,H,7
2004,41,F,LM,5
2004,41,F,UM,3
2004,41,M,H,26
2004,41,M,LM,7
2004,41,M,UM,6
2004,42,F,H,10
2004,42,F,LM,1
2004,42,M,H,10
2004,42,M,LM,5
2004,42,M,UM,2
2004,43,F,H,6
2004,43,F,L,1
2004,43,F,LM,1
2004,43,F,UM,1
2004,43,M,H,14
2004,43,M,L,1
2004,43,M,LM,3
2004,43,M,UM,1
2004,44,F,H,5
2004,44,M,H,19
2004,44,M,L,1
2004,44,M,LM,1
2004,45,F,H,5
2004,45,M,H,18
2004,45,M,LM,1
2004,45,M,UM,2
2004,46,F,H,2
2004,46,F,LM,2
2004,46,M,H,8
2004,47,F,H,2
2004,47,F,UM,1
2004,47,M,H,7
2004,47,M,LM,1
2004,47,M,UM,2
2004,48,F,H,2
2004,48,M,H,8
2004,48,M,LM,2
2004,49,F,H,6
2004,49,M,H,6
2004,50,F,H,2
2004,50,M,H,4
2004,51,M,H,2
2004,52,F,H,4
2004,52,F,LM,2
2004,52,M,UM,4
2004,53,F,H,2
2004,55,F,H,2
2004,56,F,H,1
2004,57,M,H,1
2004,57,M,UM,1
2006,14,F,LM,1
2006,15,F,H,8
2006,15,M,H,1
2006,16,F,H,21
2006,16,F,L,1
2006,16,F,LM,3
2006,16,F,UM,6
2006,16,M,H,5
2006,16,M,LM,1
2006,16,M,UM,3
2006,17,F,H,22
2006,17,F,LM,4
2006,17,F,UM,9
2006,17,M,H,17
2006,17,M,LM,5
2006,17,M,UM,2
2006,18,F,H,26
2006,18,F,LM,1
2006,18,F,UM,22
2006,18,M,H,20
2006,18,M,L,1
2006,18,M,LM,5
2006,18,M,UM,16
2006,19,F,H,44
2006,19,F,L,1
2006,19,F,LM,8
2006,19,F,UM,6
2006,19,M,H,41
2006,19,M,L,2
2006,19,M,LM,7
2006,19,M,UM,26
2006,20,F,H,84
2006,20,F,L,4
2006,20,F,LM,19
2006,20,F,UM,12
2006,20,M,H,57
2006,20,M,LM,9
2006,20,M,UM,25
2006,21,F,H,75
2006,21,F,LM,8
2006,21,F,UM,36
2006,21,M,H,81
2006,21,M,L,1
2006,21,M,LM,12
2006,21,M,UM,46
2006,22,F,H,70
2006,22,F,LM,14
2006,22,F,UM,29
2006,22,M,H,105
2006,22,M,L,1
2006,22,M,LM,27
2006,22,M,UM,40
2006,23,F,H,72
2006,23,F,LM,20
2006,23,F,UM,38
2006,23,M,H,138
2006,23,M,LM,16
2006,23,M,UM,80
2006,24,F,H,119
2006,24,F,L,2
2006,24,F,LM,11
2006,24,F,UM,17
2006,24,M,H,144
2006,24,M,L,4
2006,24,M,LM,17
2006,24,M,UM,34
2006,25,F,H,111
2006,25,F,L,1
2006,25,F,LM,18
2006,25,F,UM,16
2006,25,M,H,159
2006,25,M,L,2
2006,25,M,LM,17
2006,25,M,UM,69
2006,26,F,H,91
2006,26,F,L,1
2006,26,F,LM,8
2006,26,F,UM,27
2006,26,M,H,119
2006,26,M,L,2
2006,26,M,LM,12
2006,26,M,UM,28
2006,27,F,H,81
2006,27,F,LM,10
2006,27,F,UM,21
2006,27,M,H,142
2006,27,M,L,1
2006,27,M,LM,9
2006,27,M,UM,40
2006,28,F,H,64
2006,28,F,LM,30
2006,28,F,UM,26
2006,28,M,H,177
2006,28,M,L,3
2006,28,M,LM,11
2006,28,M,UM,25
2006,29,F,H,79
2006,29,F,LM,8
2006,29,F,UM,15
2006,29,M,H,128
2006,29,M,L,1
2006,29,M,LM,19
2006,29,M,UM,32
2006,30,F,H,58
2006,30,F,LM,8
2006,30,F,UM,21
2006,30,M,H,108
2006,30,M,LM,5
2006,30,M,UM,25
2006,31,F,H,56
2006,31,F,LM,1
2006,31,F,UM,5
2006,31,M,H,74
2006,31,M,L,1
2006,31,M,UM,19
2006,32,F,H,53
2006,32,F,LM,10
2006,32,F,UM,14
2006,32,M,H,77
2006,32,M,LM,2
2006,32,M,UM,12
2006,33,F,H,18
2006,33,F,LM,6
2006,33,F,UM,13
2006,33,M,H,64
2006,33,M,LM,2
2006,33,M,UM,22
2006,34,F,H,16
2006,34,F,UM,8
2006,34,M,H,35
2006,34,M,L,1
2006,34,M,UM,6
2006,35,F,H,11
2006,35,F,UM,4
2006,35,M,H,57
2006,35,M,UM,14
2006,36,F,H,7
2006,36,F,LM,1
2006,36,M,H,30
2006,36,M,L,1
2006,36,M,UM,6
2006,37,F,H,3
2006,37,F,UM,1
2006,37,M,H,8
2006,37,M,UM,2
2006,38,F,H,5
2006,38,M,H,26
2006,38,M,LM,3
2006,38,M,UM,2
2006,39,F,H,2
2006,39,M,H,3
2006,39,M,LM,2
2006,39,M,UM,5
2006,40,F,H,2
2006,40,M,H,2
2006,41,F,H,5
2006,41,M,H,2
2006,41,M,UM,1
2006,42,F,H,1
2006,42,M,H,2
2006,43,F,H,1
2006,43,M,H,1
2006,44,F,H,1
2006,44,M,H,1
2006,44,M,UM,2
2006,45,M,H,2
2006,46,M,H,1
2006,47,M,LM,1
2006,49,M,H,1
2006,49,M,UM,1
2006,50,M,H,1
2006,52,M,UM,1
2008,12,F,LM,1
2008,13,F,UM,1
2008,13,M,UM,1
2008,14,F,H,4
2008,14,F,L,2
2008,14,F,LM,4
2008,14,F,UM,1
2008,14,M,H,2
2008,14,M,UM,1
2008,15,F,H,36
2008,15,F,L,3
2008,15,F,LM,19
2008,15,F,UM,17
2008,15,M,H,1
2008,15,M,LM,1
2008,16,F,H,71
2008,16,F,L,6
2008,16,F,LM,39
2008,16,F,UM,41
2008,16,M,H,6
2008,16,M,L,1
2008,16,M,LM,9
2008,16,M,UM,6
2008,17,F,H,97
2008,17,F,L,8
2008,17,F,LM,40
2008,17,F,UM,49
2008,17,M,H,8
2008,17,M,L,3
2008,17,M,LM,7
2008,17,M,UM,10
2008,18,F,H,137
2008,18,F,L,12
2008,18,F,LM,47
2008,18,F,UM,60
2008,18,M,H,55
2008,18,M,L,13
2008,18,M,LM,27
2008,18,M,UM,27
2008,19,F,H,149
2008,19,F,L,25
2008,19,F,LM,38
2008,19,F,UM,76
2008,19,M,H,122
2008,19,M,L,22
2008,19,M,LM,40
2008,19,M,UM,52
2008,20,F,H,167
2008,20,F,L,8
2008,20,F,LM,79
2008,20,F,UM,94
2008,20,M,H,186
2008,20,M,L,11
2008,20,M,LM,62
2008,20,M,UM,93
2008,21,F,H,191
2008,21,F,L,14
2008,21,F,LM,77
2008,21,F,UM,85
2008,21,M,H,272
2008,21,M,L,27
2008,21,M,LM,88
2008,21,M,UM,149
2008,22,F,H,228
2008,22,F,L,15
2008,22,F,LM,73
2008,22,F,UM,126
2008,22,M,H,306
2008,22,M,L,28
2008,22,M,LM,110
2008,22,M,UM,127
2008,23,F,H,219
2008,23,F,L,16
2008,23,F,LM,60
2008,23,F,UM,106
2008,23,M,H,388
2008,23,M,L,26
2008,23,M,LM,103
2008,23,M,UM,195
2008,24,F,H,243
2008,24,F,L,23
2008,24,F,LM,62
