Year,Age,Sex,Income,Records
2008,24,F,UM,109
2008,24,M,H,327
2008,24,M,L,20
2008,24,M,LM,117
2008,24,M,UM,176
2008,25,F,H,234
2008,25,F,L,9
2008,25,F,LM,49
2008,25,F,UM,108
2008,25,M,H,349
2008,25,M,L,31
2008,25,M,LM,87
2008,25,M,UM,163
2008,26,F,H,219
2008,26,F,L,10
2008,26,F,LM,73
2008,26,F,UM,97
2008,26,M,H,322
2008,26,M,L,22
2008,26,M,LM,96
2008,26,M,UM,118
2008,27,F,H,211
2008,27,F,L,8
2008,27,F,LM,43
2008,27,F,UM,81
2008,27,M,H,316
2008,27,M,L,10
2008,27,M,LM,82
2008,27,M,UM,133
2008,28,F,H,166
2008,28,F,L,6
2008,28,F,LM,34
2008,28,F,UM,75
2008,28,M,H,310
2008,28,M,L,11
2008,28,M,LM,70
2008,28,M,UM,126
2008,29,F,H,163
2008,29,F,L,8
2008,29,F,LM,27
2008,29,F,UM,68
2008,29,M,H,212
2008,29,M,L,12
2008,29,M,LM,45
2008,29,M,UM,94
2008,30,F,H,135
2008,30,F,L,3
2008,30,F,LM,24
2008,30,F,UM,52
2008,30,M,H,197
2008,30,M,L,10
2008,30,M,LM,52
2008,30,M,UM,83
2008,31,F,H,111
2008,31,F,L,3
2008,31,F,LM,15
2008,31,F,UM,37
2008,31,M,H,171
2008,31,M,L,10
2008,31,M,LM,28
2008,31,M,UM,77
2008,32,F,H,88
2008,32,F,L,8
2008,32,F,LM,16
2008,32,F,UM,42
2008,32,M,H,174
2008,32,M,L,6
2008,32,M,LM,17
2008,32,M,UM,75
2008,33,F,H,83
2008,33,F,L,1
2008,33,F,LM,5
2008,33,F,UM,25
2008,33,M,H,115
2008,33,M,L,5
2008,33,M,LM,19
2008,33,M,UM,40
2008,34,F,H,61
2008,34,F,L,1
2008,34,F,LM,10
2008,34,F,UM,26
2008,34,M,H,72
2008,34,M,L,4
2008,34,M,LM,17
2008,34,M,UM,36
2008,35,F,H,41
2008,35,F,L,3
2008,35,F,LM,10
2008,35,F,UM,13
2008,35,M,H,75
2008,35,M,L,4
2008,35,M,LM,18
2008,35,M,UM,30
2008,36,F,H,32
2008,36,F,L,2
2008,36,F,LM,3
2008,36,F,UM,14
2008,36,M,H,60
2008,36,M,LM,8
2008,36,M,UM,17
2008,37,F,H,23
2008,37,F,L,1
2008,37,F,LM,3
2008,37,F,UM,18
2008,37,M,H,40
2008,37,M,LM,4
2008,37,M,UM,17
2008,38,F,H,28
2008,38,F,LM,3
2008,38,F,UM,7
2008,38,M,H,32
2008,38,M,L,2
2008,38,M,LM,8
2008,38,M,UM,20
2008,39,F,H,14
2008,39,F,L,1
2008,39,F,LM,2
2008,39,F,UM,8
2008,39,M,H,28
2008,39,M,LM,5
2008,39,M,UM,7
2008,40,F,H,14
2008,40,F,LM,1
2008,40,F,UM,4
2008,40,M,H,20
2008,40,M,L,2
2008,40,M,LM,11
2008,40,M,UM,13
2008,41,F,H,5
2008,41,F,UM,3
2008,41,M,H,14
2008,41,M,LM,2
2008,41,M,UM,1
2008,42,F,H,7
2008,42,F,L,1
2008,42,F,LM,1
2008,42,F,UM,4
2008,42,M,H,13
2008,42,M,LM,3
2008,42,M,UM,8
2008,43,F,H,3
2008,43,F,UM,2
2008,43,M,H,11
2008,43,M,LM,2
2008,43,M,UM,2
2008,44,F,H,10
2008,44,F,UM,1
2008,44,M,H,14
2008,44,M,LM,2
2008,44,M,UM,5
2008,45,F,H,5
2008,45,F,LM,2
2008,45,M,H,14
2008,45,M,LM,4
2008,45,M,UM,3
2008,46,F,H,3
2008,46,F,LM,2
2008,46,F,UM,1
2008,46,M,H,8
2008,46,M,LM,2
2008,46,M,UM,1
2008,47,F,H,3
2008,47,F,UM,2
2008,47,M,H,9
2008,47,M,UM,2
2008,48,F,H,1
2008,48,F,UM,1
2008,48,M,H,14
2008,48,M,L,2
2008,48,M,UM,1
2008,49,F,H,6
2008,49,M,H,3
2008,49,M,UM,1
2008,50,F,H,3
2008,50,M,H,5
2008,51,M,H,2
2008,51,M,UM,1
2008,52,F,H,2
2008,52,M,H,4
2008,53,F,H,2
2008,53,M,H,1
2008,54,M,H,2
2008,55,M,H,2
2008,55,M,UM,1
2008,56,F,H,2
2008,57,F,H,1
2008,58,F,H,2
2008,58,M,H,1
2008,60,M,H,2
2008,61,M,H,2
2008,61,M,UM,1
2008,67,M,H,2
2010,15,F,H,4
2010,15,F,LM,1
2010,15,M,H,1
2010,16,F,H,11
2010,16,F,LM,2
2010,16,F,UM,3
2010,16,M,H,1
2010,16,M,LM,2
2010,16,M,UM,7
2010,17,F,H,29
2010,17,F,UM,8
2010,17,M,H,14
2010,17,M,LM,1
2010,17,M,UM,8
2010,18,F,H,28
2010,18,F,UM,24
2010,18,M,H,25
2010,18,M,LM,2
2010,18,M,UM,7
2010,19,F,H,66
2010,19,F,LM,1
2010,19,F,UM,24
2010,19,M,H,35
2010,19,M,LM,3
2010,19,M,UM,15
2010,20,F,H,80
2010,20,F,LM,4
2010,20,F,UM,18
2010,20,M,H,87
2010,20,M,LM,1
2010,20,M,UM,23
2010,21,F,H,100
2010,21,F,LM,3
2010,21,F,UM,26
2010,21,M,H,87
2010,21,M,LM,6
2010,21,M,UM,24
2010,22,F,H,73
2010,22,F,LM,7
2010,22,F,UM,14
2010,22,M,H,114
2010,22,M,LM,5
2010,22,M,UM,71
2010,23,F,H,125
2010,23,F,LM,8
2010,23,F,UM,30
2010,23,M,H,133
2010,23,M,L,1
2010,23,M,LM,1
2010,23,M,UM,42
2010,24,F,H,126
2010,24,F,L,2
2010,24,F,LM,17
2010,24,F,UM,48
2010,24,M,H,197
2010,24,M,LM,3
2010,24,M,UM,34
2010,25,F,H,124
2010,25,F,LM,2
2010,25,F,UM,33
2010,25,M,H,184
2010,25,M,LM,7
2010,25,M,UM,34
2010,26,F,H,93
2010,26,F,UM,24
2010,26,M,H,121
2010,26,M,L,2
2010,26,M,LM,10
2010,26,M,UM,29
2010,27,F,H,88
2010,27,F,UM,46
2010,27,M,H,172
2010,27,M,LM,6
2010,27,M,UM,45
2010,28,F,H,77
2010,28,F,L,1
2010,28,F,LM,3
2010,28,F,UM,21
2010,28,M,H,125
2010,28,M,LM,5
2010,28,M,UM,16
2010,29,F,H,76
2010,29,F,LM,2
2010,29,F,UM,27
2010,29,M,H,123
2010,29,M,UM,34
2010,30,F,H,64
2010,30,F,UM,6
2010,30,M,H,79
2010,30,M,LM,1
2010,30,M,UM,12
2010,31,F,H,49
2010,31,F,UM,26
2010,31,M,H,97
2010,31,M,LM,2
2010,31,M,UM,7
2010,32,F,H,32
2010,32,F,LM,8
2010,32,F,UM,16
2010,32,M,H,125
2010,32,M,L,4
2010,32,M,LM,9
2010,32,M,UM,12
2010,33,F,H,41
2010,33,F,LM,2
2010,33,F,UM,4
2010,33,M,H,75
2010,33,M,LM,5
2010,33,M,UM,8
2010,34,F,H,16
2010,34,F,LM,4
2010,34,F,UM,7
2010,34,M,H,54
2010,34,M,UM,6
2010,35,F,H,19
2010,35,M,H,37
2010,35,M,L,1
2010,35,M,LM,2
2010,35,M,UM,10
2010,36,F,H,14
2010,36,M,H,37
2010,36,M,UM,6
2010,37,F,H,7
2010,37,F,LM,1
2010,37,F,UM,9
2010,37,M,H,28
2010,38,F,H,9
2010,38,F,UM,1
2010,38,M,H,17
2010,38,M,UM,3
2010,39,F,H,2
2010,39,M,H,14
2010,39,M,UM,5
2010,40,F,H,1
2010,40,F,LM,1
2010,40,M,H,12
2010,40,M,L,1
2010,40,M,UM,1
2010,41,M,H,1
2010,42,M,H,5
2010,43,F,H,3
2010,43,M,H,1
2010,44,F,H,3
2010,45,M,H,4
2010,46,F,H,1
2010,47,M,H,1
2010,47,M,UM,1
2010,48,M,H,1
2010,51,M,UM,2
2012,13,F,L,1
2012,14,F,H,1
2012,14,F,L,2
2012,14,F,UM,4
2012,15,F,H,36
2012,15,F,L,1
2012,15,F,LM,4
2012,15,F,UM,6
2012,15,M,H,3
2012,15,M,L,1
2012,15,M,LM,2
2012,15,M,UM,1
2012,16,F,H,55
2012,16,F,L,3
2012,16,F,LM,9
2012,16,F,UM,37
2012,16,M,H,1
2012,16,M,L,1
2012,16,M,UM,3
2012,17,F,H,96
2012,17,F,L,5
2012,17,F,LM,20
2012,17,F,UM,31
2012,17,M,H,23
2012,17,M,L,2
2012,17,M,LM,6
2012,17,M,UM,6
2012,18,F,H,150
2012,18,F,L,11
2012,18,F,LM,19
2012,18,F,UM,47
2012,18,M,H,54
2012,18,M,L,16
2012,18,M,LM,33
2012,18,M,UM,33
2012,19,F,H,124
2012,19,F,L,13
2012,19,F,LM,32
2012,19,F,UM,56
2012,19,M,H,101
2012,19,M,L,9
2012,19,M,LM,37
2012,19,M,UM,58
2012,20,F,H,194
2012,20,F,L,7
2012,20,F,LM,27
2012,20,F,UM,88
2012,20,M,H,185
2012,20,M,L,13
2012,20,M,LM,35
2012,20,M,UM,91
2012,21,F,H,239
2012,21,F,L,18
2012,21,F,LM,35
2012,21,F,UM,91
2012,21,M,H,208
2012,21,M,L,13
2012,21,M,LM,51
2012,21,M,UM,132
2012,22,F,H,274
2012,22,F,L,8
2012,22,F,LM,41
2012,22,F,UM,123
2012,22,M,H,256
2012,22,M,L,13
2012,22,M,LM,55
2012,22,M,UM,147
2012,23,F,H,290
2012,23,F,L,14
2012,23,F,LM,30
2012,23,F,UM,124
2012,23,M,H,372
2012,23,M,L,21
2012,23,M,LM,78
2012,23,M,UM,145
2012,24,F,H,289
2012,24,F,L,9
2012,24,F,LM,50
2012,24,F,UM,134
2012,24,M,H,351
2012,24,M,L,14
2012,24,M,LM,49
2012,24,M,UM,164
2012,25,F,H,293
2012,25,F,L,7
2012,25,F,LM,34
2012,25,F,UM,125
2012,25,M,H,371
2012,25,M,L,15
2012,25,M,LM,69
2012,25,M,UM,154
2012,26,F,H,246
2012,26,F,L,8
2012,26,F,LM,29
2012,26,F,UM,119
2012,26,M,H,305
2012,26,M,L,12
2012,26,M,LM,48
2012,26,M,UM,129
2012,27,F,H,258
2012,27,F,L,11
2012,27,F,LM,21
2012,27,F,UM,81
2012,27,M,H,378
2012,27,M,L,15
2012,27,M,LM,43
2012,27,M,UM,127
2012,28,F,H,202
2012,28,F,L,14
2012,28,F,LM,21
2012,28,F,UM,67
2012,28,M,H,272
2012,28,M,L,8
2012,28,M,LM,40
2012,28,M,UM,109
2012,29,F,H,198
2012,29,F,L,2
2012,29,F,LM,22
2012,29,F,UM,70
2012,29,M,H,248
2012,29,M,L,8
2012,29,M,LM,34
2012,29,M,UM,100
2012,30,F,H,157
2012,30,F,L,5
2012,30,F,LM,18
2012,30,F,UM,56
2012,30,M,H,225
2012,30,M,L,13
2012,30,M,LM,25
2012,30,M,UM,70
2012,31,F,H,127
2012,31,F,LM,13
2012,31,F,UM,41
2012,31,M,H,201
2012,31,M,L,4
2012,31,M,LM,24
2012,31,M,UM,50
2012,32,F,H,117
2012,32,F,L,2
2012,32,F,LM,4
2012,32,F,UM,28
2012,32,M,H,151
2012,32,M,L,3
2012,32,M,LM,27
2012,32,M,UM,51
2012,33,F,H,79
2012,33,F,L,3
2012,33,F,LM,2
2012,33,F,UM,24
2012,33,M,H,110
2012,33,M,L,1
2012,33,M,LM,14
2012,33,M,UM,39
2012,34,F,H,65
2012,34,F,L,1
2012,34,F,LM,6
2012,34,F,UM,15
2012,34,M,H,73
2012,34,M,L,1
2012,34,M,LM,13
2012,34,M,UM,32
2012,35,F,H,28
2012,35,F,L,1
2012,35,F,LM,5
2012,35,F,UM,10
2012,35,M,H,75
2012,35,M,L,2
2012,35,M,LM,6
2012,35,M,UM,28
2012,36,F,H,32
2012,36,F,L,1
2012,36,F,LM,5
2012,36,F,UM,15
2012,36,M,H,76
2012,36,M,LM,4
2012,36,M,UM,20
2012,37,F,H,28
2012,37,F,LM,1
2012,37,F,UM,3
2012,37,M,H,43
2012,37,M,LM,6
2012,37,M,UM,14
2012,38,F,H,19
2012,38,F,LM,1
2012,38,F,UM,10
2012,38,M,H,30
2012,38,M,LM,4
2012,38,M,UM,11
2012,39,F,H,23
2012,39,F,UM,3
2012,39,M,H,30
2012,39,M,LM,5
2012,39,M,UM,16
2012,40,F,H,9
2012,40,F,LM,1
2012,40,F,UM,4
2012,40,M,H,31
2012,40,M,LM,2
2012,40,M,UM,5
2012,41,F,H,16
2012,41,F,LM,1
2012,41,F,UM,4
2012,41,M,H,13
2012,41,M,L,1
2012,41,M,LM,4
2012,41,M,UM,1
2012,42,F,H,11
2012,42,F,UM,2
2012,42,M,H,24
2012,42,M,UM,6
2012,43,F,H,10
2012,43,F,LM,2
2012,43,F,UM,4
2012,43,M,H,13
2012,43,M,LM,2
2012,43,M,UM,8
2012,44,F,H,7
2012,44,M,H,13
2012,44,M,L,1
2012,44,M,UM,8
2012,45,F,H,3
2012,45,F,UM,1
2012,45,M,H,9
2012,45,M,LM,1
2012,45,M,UM,2
2012,46,F,H,7
2012,46,F,UM,2
2012,46,M,H,5
2012,46,M,LM,1
2012,46,M,UM,1
2012,47,F,H,1
2012,47,M,H,9
2012,47,M,UM,1
2012,48,F,H,8
2012,48,M,H,7
2012,49,F,H,4
2012,49,F,LM,1
2012,49,M,H,10
2012,49,M,UM,1
2012,50,F,H,5
2012,50,M,H,7
2012,51,F,H,2
2012,51,M,H,5
2012,52,F,H,1
2012,52,M,H,6
2012,52,M,UM,2
2012,53,M,H,6
2012,53,M,UM,1
2012,54,F,H,2
2012,54,F,UM,2
2012,54,M,H,2
2012,56,M,H,5
2012,57,F,H,2
2012,57,M,UM,1
2012,58,M,H,2
2012,61,M,H,1
2012,65,M,H,3
2012,71,M,H,1
2014,15,F,H,8
2014,15,M,H,2
2014,16,F,H,13
2014,16,F,LM,2
2014,16,F,UM,3
2014,16,M,H,4
2014,16,M,UM,2
2014,17,F,H,31
2014,17,F,UM,2
2014,17,M,H,17
2014,17,M,LM,1
2014,17,M,UM,7
2014,18,F,H,56
2014,18,F,L,2
2014,18,F,LM,3
2014,18,F,UM,11
2014,18,M,H,44
2014,18,M,LM,6
2014,18,M,UM,8
2014,19,F,H,59
2014,19,F,L,1
2014,19,F,LM,1
2014,19,F,UM,5
2014,19,M,H,60
2014,19,M,LM,6
2014,19,M,UM,9
2014,20,F,H,71
2014,20,F,LM,7
2014,20,F,UM,8
2014,20,M,H,104
2014,20,M,L,2
2014,20,M,LM,5
2014,20,M,UM,8
2014,21,F,H,124
2014,21,F,LM,1
2014,21,F,UM,17
2014,21,M,H,117
2014,21,M,LM,5
2014,21,M,UM,11
2014,22,F,H,112
2014,22,F,LM,3
2014,22,F,UM,27
2014,22,M,H,176
2014,22,M,LM,9
2014,22,M,UM,32
2014,23,F,H,172
2014,23,F,LM,6
2014,23,F,UM,9
2014,23,M,H,189
2014,23,M,LM,4
2014,23,M,UM,16
2014,24,F,H,167
2014,24,F,LM,4
2014,24,F,UM,12
2014,24,M,H,209
2014,24,M,LM,2
2014,24,M,UM,24
2014,25,F,H,143
2014,25,F,LM,2
2014,25,F,UM,12
2014,25,M,H,205
2014,25,M,LM,9
2014,25,M,UM,24
2014,26,F,H,121
2014,26,F,LM,8
2014,26,F,UM,10
2014,26,M,H,189
2014,26,M,LM,8
2014,26,M,UM,47
2014,27,F,H,137
2014,27,F,LM,5
2014,27,F,UM,17
2014,27,M,H,189
2014,27,M,UM,15
2014,28,F,H,125
2014,28,F,LM,14
2014,28,F,UM,21
2014,28,M,H,184
2014,28,M,LM,1
2014,28,M,UM,28
2014,29,F,H,107
2014,29,F,UM,7
2014,29,M,H,158
2014,29,M,LM,2
2014,29,M,UM,8
2014,30,F,H,84
2014,30,F,LM,3
2014,30,F,UM,1
2014,30,M,H,145
2014,30,M,LM,3
2014,30,M,UM,6
2014,31,F,H,62
2014,31,F,UM,12
2014,31,M,H,114
2014,31,M,LM,4
2014,31,M,UM,9
2014,32,F,H,42
2014,32,F,LM,3
2014,32,F,UM,1
2014,32,M,H,92
2014,32,M,UM,3
2014,33,F,H,34
2014,33,F,UM,13
2014,33,M,H,85
2014,33,M,UM,3
2014,34,F,H,22
2014,34,F,UM,2
2014,34,M,H,43
2014,34,M,UM,7
2014,35,F,H,27
2014,35,F,UM,5
2014,35,M,H,50
2014,36,F,H,10
2014,36,M,H,53
2014,36,M,LM,5
2014,36,M,UM,2
2014,37,F,H,4
2014,37,F,UM,1
2014,37,M,H,25
2014,38,F,H,3
2014,38,F,LM,4
2014,38,F,UM,3
2014,38,M,H,15
2014,39,F,H,6
2014,39,M,H,8
2014,40,F,H,4
2014,40,M,H,10
2014,40,M,UM,4
2014,41,F,H,5
2014,41,M,H,9
2014,42,F,H,1
2014,42,M,H,5
2014,43,M,H,2
2014,43,M,UM,1
2014,44,M,H,2
2014,44,M,L,1
2014,45,F,H,1
2014,46,M,UM,1
2014,47,M,UM,1
2014,48,M,H,1
2014,55,M,UM,1
2016,13,F,L,1
2016,13,F,UM,1
2016,14,F,H,3
2016,14,F,LM,3
2016,14,F,UM,4
2016,14,M,LM,1
2016,15,F,H,15
2016,15,F,L,2
2016,15,F,LM,1
2016,15,F,UM,3
2016,15,M,L,1
2016,15,M,LM,1
2016,16,F,H,71
2016,16,F,L,3
2016,16,F,LM,4
2016,16,F,UM,27
2016,16,M,H,3
2016,16,M,LM,5
2016,17,F,H,59
2016,17,F,L,5
2016,17,F,LM,10
2016,17,F,UM,70
2016,17,M,H,13
2016,17,M,L,3
2016,17,M,LM,5
2016,17,M,UM,16
2016,18,F,H,93
2016,18,F,L,10
2016,18,F,LM,26
2016,18,F,UM,44
2016,18,M,H,34
2016,18,M,L,6
2016,18,M,LM,17
2016,18,M,UM,31
2016,19,F,H,146
2016,19,F,L,11
2016,19,F,LM,25
2016,19,F,UM,75
2016,19,M,H,111
2016,19,M,L,7
2016,19,M,LM,36
2016,19,M,UM,81
2016,20,F,H,155
2016,20,F,L,7
2016,20,F,LM,40
2016,20,F,UM,98
2016,20,M,H,147
2016,20,M,L,9
2016,20,M,LM,44
2016,20,M,UM,107
2016,21,F,H,210
2016,21,F,L,9
2016,21,F,LM,51
2016,21,F,UM,109
2016,21,M,H,255
2016,21,M,L,11
2016,21,M,LM,35
2016,21,M,UM,103
2016,22,F,H,258
2016,22,F,L,11
2016,22,F,LM,52
2016,22,F,UM,128
2016,22,M,H,272
2016,22,M,L,16
2016,22,M,LM,69
2016,22,M,UM,197
2016,23,F,H,295
2016,23,F,L,9
2016,23,F,LM,49
2016,23,F,UM,99
2016,23,M,H,313
2016,23,M,L,10
2016,23,M,LM,73
2016,23,M,UM,199
2016,24,F,H,304
2016,24,F,L,12
2016,24,F,LM,37
2016,24,F,UM,130
2016,24,M,H,314
2016,24,M,L,11
2016,24,M,LM,65
2016,24,M,UM,199
2016,25,F,H,292
2016,25,F,L,9
2016,25,F,LM,42
2016,25,F,UM,143
2016,25,M,H,347
2016,25,M,L,11
2016,25,M,LM,68
2016,25,M,UM,153
2016,26,F,H,256
2016,26,F,L,9
2016,26,F,LM,46
2016,26,F,UM,118
2016,26,M,H,331
2016,26,M,L,7
2016,26,M,LM,59
2016,26,M,UM,170
2016,27,F,H,270
2016,27,F,L,11
2016,27,F,LM,54
2016,27,F,UM,130
2016,27,M,H,339
2016,27,M,L,10
2016,27,M,LM,58
2016,27,M,UM,162
2016,28,F,H,237
2016,28,F,L,7
2016,28,F,LM,39
2016,28,F,UM,132
2016,28,M,H,270
2016,28,M,L,6
2016,28,M,LM,57
2016,28,M,UM,158
2016,29,F,H,199
2016,29,F,L,5
2016,29,F,LM,27
2016,29,F,UM,103
2016,29,M,H,259
2016,29,M,L,5
2016,29,M,LM,46
2016,29,M,UM,118
2016,30,F,H,172
2016,30,F,L,6
2016,30,F,LM,20
2016,30,F,UM,79
2016,30,M,H,208
2016,30,M,L,6
2016,30,M,LM,34
2016,30,M,UM,102
2016,31,F,H,130
2016,31,F,L,5
2016,31,F,LM,18
2016,31,F,UM,48
2016,31,M,H,196
2016,31,M,L,5
2016,31,M,LM,26
2016,31,M,UM,87
2016,32,F,H,101
2016,32,F,L,5
2016,32,F,LM,16
2016,32,F,UM,42
2016,32,M,H,150
2016,32,M,L,2
2016,32,M,LM,27
2016,32,M,UM,64
2016,33,F,H,89
2016,33,F,L,2
2016,33,F,LM,8
2016,33,F,UM,40
2016,33,M,H,116
2016,33,M,L,2
2016,33,M,LM,25
2016,33,M,UM,64
2016,34,F,H,68
2016,34,F,L,1
2016,34,F,LM,8
2016,34,F,UM,29
2016,34,M,H,118
2016,34,M,L,4
2016,34,M,LM,13
2016,34,M,UM,36
2016,35,F,H,45
2016,35,F,L,2
2016,35,F,LM,7
2016,35,F,UM,25
2016,35,M,H,77
2016,35,M,L,5
2016,35,M,LM,15
2016,35,M,UM,21
2016,36,F,H,44
2016,36,F,LM,3
2016,36,F,UM,23
2016,36,M,H,54
2016,36,M,L,1
2016,36,M,LM,13
2016,36,M,UM,23
2016,37,F,H,27
2016,37,F,L,1
2016,37,F,LM,1
2016,37,F,UM,9
2016,37,M,H,45
2016,37,M,L,2
2016,37,M,LM,5
2016,37,M,UM,26
2016,38,F,H,17
2016,38,F,LM,5
2016,38,F,UM,11
2016,38,M,H,16
2016,38,M,L,1
2016,38,M,LM,5
2016,38,M,UM,9
2016,39,F,H,11
2016,39,F,LM,1
2016,39,F,UM,4
2016,39,M,H,22
2016,39,M,L,2
2016,39,M,LM,4
2016,39,M,UM,11
2016,40,F,H,9
2016,40,F,LM,2
2016,40,F,UM,2
2016,40,M,H,28
2016,40,M,LM,2
2016,40,M,UM,10
2016,41,F,H,10
2016,41,F,LM,2
2016,41,F,UM,2
2016,41,M,H,16
2016,41,M,LM,6
2016,41,M,UM,4
2016,42,F,H,8
2016,42,F,LM,4
2016,42,F,UM,3
2016,42,M,H,10
2016,42,M,L,1
2016,42,M,LM,3
2016,42,M,UM,4
2016,43,F,H,11
2016,43,M,H,14
2016,43,M,LM,1
2016,43,M,UM,6
2016,44,F,H,6
2016,44,F,LM,1
2016,44,F,UM,1
2016,44,M,H,10
2016,44,M,LM,1
2016,44,M,UM,5
2016,45,F,H,5
2016,45,F,L,1
2016,45,M,H,5
2016,46,F,H,3
2016,46,M,H,7
2016,46,M,LM,1
2016,46,M,UM,6
2016,47,F,H,10
2016,47,F,LM,2
2016,47,M,H,6
2016,47,M,LM,2
2016,47,M,UM,3
2016,48,F,H,2
2016,48,F,UM,2
2016,48,M,H,6
2016,48,M,LM,3
2016,49,F,H,2
2016,49,M,H,3
2016,49,M,UM,2
2016,50,F,H,4
2016,50,M,H,3
2016,50,M,UM,1
2016,51,F,H,2
2016,51,F,UM,1
2016,51,M,H,9
2016,51,M,LM,1
2016,51,M,UM,3
2016,52,F,H,4
2016,52,M,H,4
2016,52,M,UM,2
2016,53,F,H,1
2016,53,M,H,3
2016,53,M,UM,2
2016,54,F,UM,1
2016,54,M,H,4
2016,54,M,LM,1
2016,54,M,UM,1
2016,55,M,UM,1
2016,56,F,H,1
2016,56,M,H,2
2016,58,M,H,2
2016,60,F,H,2
2016,60,M,H,4
2016,61,F,H,2
2016,62,F,H,1
